p (mbar),VPact (mbar),Tdew (degC),T (degC),max. wv (m/s),NSwind,EWwind,year,month,day,hour
978.5,5.49,-1.45,-0.01,1.52,-0.4680811114717527,-0.4932545722883556,2010,11,24,21
979.05,5.11,-2.42,-0.63,0.8,-0.3750791107241925,-0.10684409529004846,2010,11,25,0
978.96,5.03,-2.62,-1.74,1.44,-0.6991380064701062,-0.5824998265313096,2010,11,25,3
978.37,5.07,-2.52,-2.31,1.7,-0.9418726183051199,-0.12399988260904875,2010,11,25,6
978.19,5.2,-2.18,-1.32,1.6,-0.9746314574609078,0.10243789400230066,2010,11,25,9
977.21,5.61,-1.15,1.87,5.85,-3.41255498764145,-1.7387836140024622,2010,11,25,12
976.1,5.42,-1.63,1.48,1.64,-1.0858498915802868,0.17586930646101825,2010,11,25,15
975.48,5.59,-1.2,0.06,2.2,-1.3773013754201324,-0.6189837811007746,2010,11,25,18
974.26,5.57,-1.27,-0.94,3.67,2.922253022185682,0.4712083130916165,2010,11,25,21
974.01,5.6,-1.19,-0.97,2.34,1.303101192969236,0.5889204368012321,2010,11,26,0
973.83,5.52,-1.38,-0.93,2.04,-0.6540739896834644,-0.6035621061825827,2010,11,26,3
974.33,5.44,-1.57,-1.08,1.64,-0.9273054673559136,0.3467053074468729,2010,11,26,6
975.91,5.33,-1.85,-1.03,2.6,1.2698765264936336,0.3602965548828693,2010,11,26,9
976.86,5.1,-2.44,-1.58,4.41,3.1005040503618915,1.5357326048793478,2010,11,26,12
976.8,5.04,-2.59,-1.5,2.84,0.3733796491936732,-0.6848267208338249,2010,11,26,15
977.45,4.46,-4.23,-2.44,1.22,-0.5271407666937157,-0.7046436064348853,2010,11,26,18
978.11,4.22,-4.96,-2.84,1.88,-0.5383112430490818,-1.2380311004199178,2010,11,26,21
978.69,3.87,-6.08,-4.56,3.16,-0.1674935551903093,-0.761804377100651,2010,11,27,0
979.03,3.57,-7.15,-5.87,1.28,-0.7368622365952622,-0.42371457879075597,2010,11,27,3
979.43,3.79,-6.35,-5.99,0.92,-0.4092062114198956,-0.320858655073189,2010,11,27,6
979.67,3.82,-6.27,-5.84,0.96,0.27914609962838755,-0.47389603824283905,2010,11,27,9
979.91,4.26,-4.84,-4.35,1.8,-0.5776797068177715,0.6370919528066051,2010,11,27,12
979.42,4.41,-4.39,-3.66,1.88,1.2428516190772863,1.023435319381234,2010,11,27,15
980.12,3.85,-6.15,-5.74,1.38,0.8829896494556095,0.5106165674498427,2010,11,27,18
980.53,3.38,-7.83,-7.32,0.74,-0.3191810505379021,-0.022879182186459453,2010,11,27,21
981.11,3.61,-6.99,-6.53,0.68,-0.06850526103319673,-0.2920736708619481,2010,11,28,0
980.59,3.54,-7.25,-6.73,0.96,-0.45595914851570923,-0.060837939518276145,2010,11,28,3
980.29,3.42,-7.7,-7.15,1.48,0.9820088940278845,0.47303121678186455,2010,11,28,6
980.72,3.64,-6.9,-6.38,1.44,0.6679900131265247,0.47559367359461924,2010,11,28,9
980.92,4.39,-4.44,-3.93,1.68,1.1146362903186964,0.7070968394106811,2010,11,28,12
980.15,4.48,-4.19,-3.11,3.24,2.5463431852409504,0.6580549999635061,2010,11,28,15
980.18,3.96,-5.81,-5.48,3.69,1.9639705485012329,1.3967532654766792,2010,11,28,18
979.27,4.36,-4.53,-4.2,4.19,2.410914369928253,0.733411140407245,2010,11,28,21
978.5,4.11,-5.31,-4.94,4.81,2.5444519145279636,2.2702124250067404,2010,11,29,0
977.12,4.39,-4.45,-4.17,4.85,3.5193330420135536,1.5610236831616708,2010,11,29,3
976.79,4.42,-4.36,-3.81,6.13,3.9131324802256486,1.3207173021517749,2010,11,29,6
977.82,4.43,-4.32,-3.77,5.09,3.0982115958971104,1.106880710396871,2010,11,29,9
978.77,4.64,-3.7,-2.96,6.21,4.560581516880817,2.1217908068150986,2010,11,29,12
979.77,4.53,-4.04,-3.3,6.65,3.840140731848518,2.022107603367814,2010,11,29,15
981.64,4.33,-4.63,-3.96,3.12,2.0060264068829197,0.9273392339852786,2010,11,29,18
983.61,4.21,-5.0,-4.28,1.72,0.9682076295639236,0.43147883616025495,2010,11,29,21
985.32,4.1,-5.33,-4.43,2.32,1.5477420888608817,0.5112674704775906,2010,11,30,0
986.4,4.17,-5.12,-4.25,1.88,1.303211568471253,0.5639500047013883,2010,11,30,3
987.06,4.18,-5.08,-4.37,3.41,2.0457994619937505,1.2738934654460239,2010,11,30,6
988.26,4.04,-5.54,-4.29,4.77,1.913659304298628,2.3877830862687865,2010,11,30,9
988.14,3.82,-6.25,-4.61,6.73,3.059229614791067,3.737648212979025,2010,11,30,12
988.03,3.56,-7.18,-5.34,6.55,1.5605653669774644,2.5972169211273997,2010,11,30,15
987.8,3.46,-7.54,-5.9,7.19,2.327157412575414,3.781261479598483,2010,11,30,18
986.91,2.82,-10.12,-7.96,9.85,5.849928322604338,4.929588078165517,2010,11,30,21
986.16,2.52,-11.54,-9.19,9.37,5.254123633414338,4.2851586720676895,2010,12,1,0
985.26,2.2,-13.22,-10.56,7.65,4.921840209412707,2.9340056157083754,2010,12,1,3
983.95,2.05,-14.06,-11.97,7.15,2.2789038633432463,4.087664025044038,2010,12,1,6
982.7,2.14,-13.53,-11.52,6.45,2.8569699597233944,3.2935273870484374,2010,12,1,9
980.17,2.38,-12.22,-10.16,6.97,3.7079288032446915,3.2943685267541625,2010,12,1,12
978.59,2.35,-12.39,-10.59,11.05,6.138102219678928,4.464504579544366,2010,12,1,15
978.1,2.34,-12.47,-11.01,6.87,4.102952748187361,2.5103543068941048,2010,12,1,18
977.45,2.2,-13.22,-11.77,7.81,4.526313142876909,2.3062717386768976,2010,12,1,21
977.87,2.13,-13.6,-11.74,7.25,4.178786615253405,1.8500384926208944,2010,12,2,0
977.84,2.11,-13.74,-11.73,3.73,1.5270683615098029,0.5100609956424488,2010,12,2,3
978.51,1.94,-14.75,-12.89,2.56,-0.3249697331000316,-1.597277268531952,2010,12,2,6
980.38,1.7,-16.3,-14.05,4.31,-1.675056422278681,-2.8780350905058376,2010,12,2,9
981.15,2.06,-14.03,-10.39,4.49,-1.9054341634789826,-1.898794525125652,2010,12,2,12
981.26,1.95,-14.69,-10.21,4.27,-1.8238280828979618,-2.6536863273628906,2010,12,2,15
981.75,2.13,-13.61,-10.75,1.32,-0.7944013784223914,-0.4012810112135938,2010,12,2,18
982.37,2.31,-12.61,-10.67,2.64,-1.324250239656475,1.1592934498088774,2010,12,2,21
982.7,2.36,-12.37,-10.48,1.88,-1.1710266990944767,-0.4077946419558431,2010,12,3,0
982.87,2.17,-13.38,-11.82,1.68,0.6740445769666508,0.73869067156818,2010,12,3,3
982.89,1.81,-15.59,-14.27,1.4,-0.24595382030494367,0.5472720697033637,2010,12,3,6
983.68,1.61,-16.94,-15.35,1.08,-0.6,7.347880794884119e-17,2010,12,3,9
983.62,2.11,-13.7,-10.62,1.48,-0.7640190283655255,-0.32430683664609705,2010,12,3,12
982.87,2.61,-11.11,-7.13,0.84,-0.5702441754805556,-0.2905539198333096,2010,12,3,15
984.67,2.22,-13.08,-11.65,0.88,-0.43750869541861004,0.04675619138794268,2010,12,3,18
986.67,2.02,-14.25,-12.67,0.88,-0.6586976407626592,-0.04144174288934681,2010,12,3,21
988.19,1.94,-14.73,-13.53,0.96,-0.4839267659386932,-0.1609810088430222,2010,12,4,0
989.34,1.68,-16.48,-15.32,2.56,-0.7205511116803301,0.6934018282758132,2010,12,4,3
990.71,1.82,-15.49,-14.16,1.8,0.3889618504336522,0.5577711707387083,2010,12,4,6
992.37,1.86,-15.27,-13.66,2.16,-1.3693239877010523,-0.04303273993703596,2010,12,4,9
992.62,2.69,-10.72,-7.39,1.36,-0.6394844128732454,-0.025684347220838257,2010,12,4,12
991.53,3.14,-8.76,-4.89,7.09,-4.41294483780005,-1.8369316423138589,2010,12,4,15
991.09,3.12,-8.86,-6.78,2.84,-1.958103082246704,-0.21617659284935944,2010,12,4,18
989.76,3.2,-8.56,-6.32,2.64,-1.6020394676375744,0.15990479708725835,2010,12,4,21
988.14,3.42,-7.7,-4.87,3.49,-2.4751062865021134,0.15572048843269767,2010,12,5,0
985.9,3.66,-6.8,-3.7,6.53,-4.389759293514598,0.04597113227032061,2010,12,5,3
983.3,3.62,-6.98,-2.86,8.43,-5.194568036018186,-2.6467646134815546,2010,12,5,6
981.44,3.32,-8.09,-3.36,7.79,-5.150961731820914,-2.0394100218731133,2010,12,5,9
978.92,3.3,-8.14,-2.52,7.25,-5.078809473606534,-0.33733415303599945,2010,12,5,12
976.82,3.69,-6.72,-1.82,5.13,-3.1964475998783044,0.15074064227085604,2010,12,5,15
975.84,4.17,-5.11,0.14,7.57,-3.2359108516966466,-2.3683287271558995,2010,12,5,18
976.24,5.06,-2.56,-0.66,3.85,-2.1935160548992245,0.16878186187900152,2010,12,5,21
976.36,5.46,-1.52,-1.11,1.54,0.06798147934317335,0.7770318645115616,2010,12,6,0
976.42,5.19,-2.21,-0.55,0.88,-0.1781552080298268,-0.2895871576086363,2010,12,6,3
975.98,5.13,-2.37,-1.53,0.96,-0.587320433257011,-0.12269763110507417,2010,12,6,6
975.83,4.98,-2.78,-1.9,1.28,0.6403237726310038,0.28281701894263445,2010,12,6,9
975.46,4.89,-3.02,-1.36,1.78,1.3249361772127304,0.38593280025532417,2010,12,6,12
974.69,4.75,-3.41,-0.85,2.64,1.6045631481040104,0.9208024238383326,2010,12,6,15
975.2,4.73,-3.45,-1.36,3.08,1.5556248828174069,0.9826653672330828,2010,12,6,18
975.66,4.74,-3.42,-1.7,2.04,0.6840705352374341,0.5693395321071342,2010,12,6,21
975.68,4.56,-3.94,-2.97,3.65,2.1782260394785915,1.1856354080987164,2010,12,7,0
975.14,4.44,-4.3,-3.71,3.08,2.3122199436650908,1.0513034443572444,2010,12,7,3
975.48,4.4,-4.42,-4.13,2.68,1.9363159752416175,0.8383200128972845,2010,12,7,6
976.96,4.47,-4.19,-3.76,2.28,1.2655769034152038,0.4699096738118765,2010,12,7,9
978.06,4.31,-4.68,-3.45,3.24,1.9899522278064459,0.9144343229823361,2010,12,7,12
977.64,4.31,-4.68,-3.55,3.67,2.4583215058559835,2.001388361574527,2010,12,7,15
978.72,4.23,-4.94,-4.6,4.33,2.523634564888364,1.0925971732073614,2010,12,7,18
978.81,4.31,-4.7,-4.43,3.36,2.1585627455770804,1.3196616511086228,2010,12,7,21
978.94,4.24,-4.9,-4.57,3.2,2.086990965014057,1.0583329872727654,2010,12,8,0
978.67,4.27,-4.81,-4.3,3.2,1.9056848264049042,0.6391129340031458,2010,12,8,3
978.81,4.51,-4.07,-3.78,1.92,1.0610910560147269,0.7851660785117704,2010,12,8,6
978.17,4.68,-3.59,-3.34,1.6,-0.7755562799161112,0.19624590870304193,2010,12,8,9
976.61,4.9,-2.98,-2.73,1.0,0.32437763892678034,0.43171651273061973,2010,12,8,12
975.3,5.03,-2.62,-2.33,4.01,2.553226689765943,1.3961137026284234,2010,12,8,15
975.98,4.86,-3.08,-2.36,3.04,1.505568412868355,0.40848960105865945,2010,12,8,18
976.97,4.41,-4.38,-3.71,1.28,-0.3477112853649691,-0.39999607751806904,2010,12,8,21
979.19,4.17,-5.12,-4.25,2.92,-0.5348698544653783,-1.162890467234204,2010,12,9,0
982.61,4.1,-5.34,-4.21,6.49,-1.0349826983067516,-4.245669654389714,2010,12,9,3
986.14,4.09,-5.38,-3.75,5.09,-0.696517696129457,-2.835712097336137,2010,12,9,6
988.38,4.63,-3.73,-1.92,5.29,-1.5844700497834092,-2.906123648666615,2010,12,9,9
988.39,4.96,-2.81,-0.82,6.61,-1.9018608710742273,-2.97385696143523,2010,12,9,12
988.05,4.79,-3.27,-0.26,8.83,-1.666973484864978,-3.3144078506962766,2010,12,9,15
989.89,5.1,-2.44,-1.19,6.03,-0.542242194642185,-3.2754195765351386,2010,12,9,18
992.62,4.74,-3.43,-1.61,5.61,-0.38339771275637996,-3.5292359221017193,2010,12,9,21
992.76,4.65,-3.69,-1.67,4.05,-0.4437432107715298,-2.3484445837392407,2010,12,10,0
992.88,4.84,-3.16,-1.65,4.53,-0.39257952327559525,-2.9035807751644707,2010,12,10,3
995.25,4.45,-4.26,-2.21,4.13,0.3453642816315451,-1.776745202040272,2010,12,10,6
998.95,3.66,-6.81,-3.86,2.08,-0.8636473754215664,-1.334995584609717,2010,12,10,9
1000.05,4.06,-5.46,-1.43,2.82,-0.1429628382132298,-1.1813812368960401,2010,12,10,12
1000.2,4.46,-4.22,-1.44,1.96,-0.8065382213510445,-0.9680372397278391,2010,12,10,15
999.36,4.7,-3.54,-1.31,3.49,-0.9106840776338426,-1.8922617447763925,2010,12,10,18
997.4,4.96,-2.81,-1.47,4.25,-2.9340650653368137,-0.5756406799124627,2010,12,10,21
993.48,5.33,-1.86,-0.16,7.81,-4.623859417866949,-1.8494118210401704,2010,12,11,0
989.33,5.76,-0.8,-0.16,5.17,-2.374930128811632,-0.7808372962805794,2010,12,11,3
986.84,6.27,0.35,1.55,6.63,-0.928809755531995,-2.1259615325843964,2010,12,11,6
986.52,6.79,1.47,2.33,4.07,-1.587872501816397,-1.522714982514895,2010,12,11,9
985.25,7.0,1.88,4.09,8.65,-1.7209569861016574,-5.664336417621035,2010,12,11,12
984.58,6.8,1.48,3.79,6.69,-1.8062623744359059,-3.5913529810779057,2010,12,11,15
984.72,6.65,1.18,4.08,6.57,-0.5060102687792709,-2.7843946573519225,2010,12,11,18
983.99,6.88,1.65,3.12,3.88,-0.27417623218343296,-2.333951026415442,2010,12,11,21
982.8,6.49,0.84,2.53,3.48,-1.0312526695557562,-1.5117598789272477,2010,12,12,0
980.62,6.39,0.61,2.03,5.49,-1.1470218328143245,-2.7828835611730627,2010,12,12,3
980.75,5.91,-0.44,0.95,7.65,-0.6601991240028473,-3.396430054728917,2010,12,12,6
982.42,5.98,-0.28,1.17,5.89,-0.20402688648880293,-2.4816270931769115,2010,12,12,9
983.62,6.07,-0.09,1.36,3.65,-0.44439135335610486,-2.0729004619282447,2010,12,12,12
985.05,5.63,-1.1,-0.52,3.04,1.1570907761616864,0.47290689963410965,2010,12,12,15
987.22,5.26,-2.03,-1.26,5.61,3.499518587017624,1.1702434187459352,2010,12,12,18
989.47,4.17,-5.11,-3.3,8.29,4.367397680726645,1.6817364533075683,2010,12,12,21
991.32,3.54,-7.23,-4.82,3.08,-1.1742509512587773,-0.6455499232962987,2010,12,13,0
992.89,3.26,-8.3,-5.58,2.4,-0.9712037321953904,0.6876505730163717,2010,12,13,3
993.96,2.86,-9.95,-7.93,1.96,-0.7515888141367557,-0.9482690833642659,2010,12,13,6
995.01,2.85,-9.98,-7.74,1.96,-0.5203646734937575,-0.5944077780276223,2010,12,13,9
994.78,3.26,-8.32,-5.24,3.61,-0.5809800874660312,-1.9867969543886366,2010,12,13,12
993.67,3.3,-8.15,-5.73,2.0,-0.7779440512782699,-0.2893147992771065,2010,12,13,15
993.32,3.48,-7.47,-5.8,2.84,-1.0528174912034067,-0.7454363354547221,2010,12,13,18
993.27,3.52,-7.31,-5.65,2.36,-0.7363378726865374,-0.7625001883589699,2010,12,13,21
993.63,3.46,-7.54,-5.89,1.28,-0.48496233237170916,0.29951884111119254,2010,12,14,0
993.79,3.09,-8.99,-7.15,1.56,-0.060533608692070424,-0.8879390081636888,2010,12,14,3
994.04,3.12,-8.88,-6.87,2.36,-0.8689904415730252,-1.283493518664866,2010,12,14,6
995.38,3.42,-7.71,-6.17,2.6,-0.6291389164848304,1.2618574498588553,2010,12,14,9
995.77,3.98,-5.71,-4.08,6.21,-0.22401956213031,-2.911394036502607,2010,12,14,12
996.6,4.19,-5.05,-3.5,4.39,0.44254469783168426,-2.5620605360570745,2010,12,14,15
997.22,3.71,-6.66,-4.87,5.21,0.14390704740409482,-2.2253518287469594,2010,12,14,18
997.21,3.52,-7.32,-5.35,4.01,-0.14514932709651432,-1.8442970674062868,2010,12,14,21
996.79,3.21,-8.5,-6.46,7.09,-1.0221154362475553,-3.9808767922386736,2010,12,15,0
995.93,3.01,-9.32,-6.94,7.09,-0.7537657259483165,-3.06878432451445,2010,12,15,3
994.63,3.03,-9.23,-7.16,6.01,-1.2043682400150333,-3.8667812379863298,2010,12,15,6
994.93,3.09,-8.98,-7.3,4.81,-1.1558627391581704,-3.0589019808136664,2010,12,15,9
994.54,3.31,-8.13,-6.24,3.81,-0.7759863525254275,-1.6793883352858812,2010,12,15,12
994.03,3.42,-7.7,-5.75,3.0,-0.5441275196772886,-1.3007787061333076,2010,12,15,15
994.31,3.5,-7.4,-5.91,3.73,-0.8219125315583612,-1.5788792830572342,2010,12,15,18
994.45,3.44,-7.63,-6.21,2.76,0.8185756014950545,1.1968433417273163,2010,12,15,21
993.91,3.44,-7.61,-6.19,1.84,-0.14933743279356007,0.8469346675904988,2010,12,16,0
992.07,3.37,-7.89,-6.19,1.4,-0.5786826918823426,-0.37580093416036864,2010,12,16,3
990.01,3.16,-8.71,-6.94,2.84,-1.0539668989007356,-1.2695092658273772,2010,12,16,6
987.17,2.77,-10.38,-9.16,1.92,-0.8924699875900535,0.40484234122805113,2010,12,16,9
983.82,2.98,-9.43,-5.63,10.31,-5.541899882913002,-2.548989150186569,2010,12,16,12
979.08,2.84,-10.04,-5.52,3.65,-2.4648515771322823,-0.15939480138480586,2010,12,16,15
974.64,3.16,-8.68,-5.21,7.33,-5.356348774101059,-1.109246505600121,2010,12,16,18
970.58,3.34,-7.99,-4.5,6.73,-5.189369570052659,-0.8590945613909323,2010,12,16,21
968.38,3.99,-5.71,-4.93,5.13,-3.2543960163826857,0.7513365215085084,2010,12,17,0
966.53,3.71,-6.65,-4.39,3.41,-1.7104350192258984,0.9364358200142177,2010,12,17,3
965.31,4.0,-5.65,-4.93,1.16,-0.6476468028700473,-0.2656193116703039,2010,12,17,6
965.67,3.91,-5.97,-4.86,1.36,-0.4121179843377972,-0.9001437479565978,2010,12,17,9
966.31,4.01,-5.64,-4.09,2.9,-0.5902973198635726,-1.0101727942099228,2010,12,17,12
967.78,3.68,-6.74,-4.6,5.05,-0.1676157518473162,-2.0832678559735562,2010,12,17,15
969.54,3.24,-8.36,-5.65,1.28,-0.511223183742226,-0.5758045296838696,2010,12,17,18
970.95,3.13,-8.81,-5.77,0.88,-0.42243320176060856,-0.2060344389908662,2010,12,17,21
971.63,2.77,-10.37,-7.95,1.88,-0.8693748245294349,-0.9257901568251924,2010,12,18,0
972.29,2.6,-11.17,-9.98,1.52,-0.7481042771111589,-0.48212030715163867,2010,12,18,3
973.09,1.96,-14.63,-13.49,2.68,-1.1772875922759607,0.3893506453995824,2010,12,18,6
974.14,2.03,-14.18,-12.77,1.08,-0.6396101292922213,0.022335677889600447,2010,12,18,9
973.66,2.7,-10.7,-7.5,0.74,-0.07590503944372344,0.33141880602501544,2010,12,18,12
973.82,3.24,-8.36,-4.46,6.17,-2.656280258712681,-0.6721422373079179,2010,12,18,15
975.98,2.79,-10.27,-7.53,3.12,-1.4853092933858154,-2.2187285329624555,2010,12,18,18
976.83,2.99,-9.42,-7.57,1.28,-0.5467264705660589,-0.5134103294465163,2010,12,18,21
976.43,2.75,-10.46,-9.34,1.72,-0.9018325264051138,-0.43208574880198236,2010,12,19,0
973.78,2.41,-12.11,-10.61,2.08,-1.4113510292648361,-0.8547445654656644,2010,12,19,3
972.33,3.09,-8.97,-7.92,2.36,-1.3350844255676653,-0.9175781038182295,2010,12,19,6
971.63,3.59,-7.08,-5.08,3.57,-2.980383206586564,-0.8884908226294679,2010,12,19,9
972.13,4.02,-5.6,-1.88,4.81,-2.925396331636044,-1.3455319776394676,2010,12,19,12
971.86,4.18,-5.08,-1.56,2.28,-1.4596797978732743,-0.030575933029701026,2010,12,19,15
970.08,4.7,-3.54,-2.56,3.36,-2.0718359504091506,0.5358132086765045,2010,12,19,18
966.03,5.09,-2.46,-2.07,4.49,-3.0854767210880256,0.3897863563849871,2010,12,19,21
964.55,5.68,-1.0,0.48,4.89,-3.222520220639005,0.2196893888487526,2010,12,20,0
963.04,6.19,0.19,3.05,11.26,-6.861750465855296,-2.7167591988129196,2010,12,20,3
970.08,4.5,-4.12,0.03,9.81,-0.7771822706884529,-4.035850309182384,2010,12,20,6
975.61,4.0,-5.66,-1.86,3.2,-0.14897962461545883,-1.4925833549418392,2010,12,20,9
976.07,4.03,-5.55,-1.46,2.28,0.42865544766262664,-1.2378830749263654,2010,12,20,12
977.73,3.74,-6.55,-3.41,2.08,1.021473633154592,0.8041092069924074,2010,12,20,15
979.67,3.53,-7.29,-3.88,1.44,0.6523335026872391,-0.19199219065315615,2010,12,20,18
981.61,3.59,-7.06,-4.19,0.72,0.2899500266610007,-0.3175357964691303,2010,12,20,21
982.13,3.37,-7.89,-6.44,2.04,-0.9097283557008766,-0.02223328211891449,2010,12,21,0
981.01,3.24,-8.38,-7.56,2.42,-1.423147554191975,-0.8349557107999198,2010,12,21,3
979.52,3.63,-6.93,-5.62,1.48,-0.7700961111989201,-0.5213942649438146,2010,12,21,6
978.56,3.97,-5.75,-5.06,0.48,-0.10208261509534616,0.22820854430826074,2010,12,21,9
978.64,4.44,-4.3,-3.12,0.72,0.2633763077002238,0.19882887250647743,2010,12,21,12
979.04,4.85,-3.13,-2.0,1.6,0.8768192171271488,0.7746535099491474,2010,12,21,15
979.86,4.81,-3.22,-2.31,2.4,1.739990432889464,0.005770047931842722,2010,12,21,18
980.83,4.73,-3.45,-2.52,1.52,1.011324907238095,0.7681939416578725,2010,12,21,21
980.41,5.01,-2.68,-2.05,3.12,2.5141344296857158,0.17183733432778753,2010,12,22,0
979.42,5.4,-1.69,-1.16,1.84,0.9890577393660392,-0.043183193491681954,2010,12,22,3
978.8,5.28,-1.99,-1.7,3.77,2.874846293119189,0.2955652059002511,2010,12,22,6
978.38,5.47,-1.5,-1.26,2.72,2.104430975330574,0.641381532373057,2010,12,22,9
977.7,5.71,-0.92,-0.55,2.68,1.8783047194684324,0.5940297810906565,2010,12,22,12
976.71,6.05,-0.12,0.23,1.24,0.43935613494353315,-0.023794677713301318,2010,12,22,15
977.18,5.92,-0.43,-0.14,0.8,0.17972759944635838,-0.3573485553311352,2010,12,22,18
976.8,5.87,-0.54,-0.32,1.24,-0.4921428099163853,-0.48362739236689706,2010,12,22,21
975.95,5.88,-0.51,-0.39,1.24,0.4234946529573154,-0.24647977384881492,2010,12,23,0
974.93,5.96,-0.35,-0.18,0.96,-0.33388592998074507,-0.4495777861070241,2010,12,23,3
973.52,5.79,-0.73,-0.58,1.48,0.666817967811697,-0.1332433780849117,2010,12,23,6
973.0,5.78,-0.75,-0.69,0.84,-0.22695636548720005,-0.18052924462490963,2010,12,23,9
972.8,6.26,0.33,0.51,1.96,0.8921975204550202,0.11825220714182823,2010,12,23,12
972.69,5.55,-1.31,-1.16,4.73,2.815370097065925,1.5420088250548392,2010,12,23,15
973.53,5.57,-1.26,-1.23,2.08,0.8417798686405125,0.8269260261665258,2010,12,23,18
973.01,5.43,-1.61,-1.61,4.01,2.6462648947513316,1.1616290745357247,2010,12,23,21
973.29,5.39,-1.69,-1.69,3.77,2.380406445424902,0.8270823142708248,2010,12,24,0
973.21,5.3,-1.94,-1.94,4.77,3.188878783489607,1.0899321557830306,2010,12,24,3
973.06,5.19,-2.22,-2.22,6.17,3.240407434450351,1.4002355725944449,2010,12,24,6
974.08,5.21,-2.16,-2.16,7.37,5.027138457982459,1.8009661085855406,2010,12,24,9
974.69,5.16,-2.28,-2.16,6.81,4.283328687865894,1.885602119139941,2010,12,24,12
974.96,4.69,-3.56,-2.78,7.33,2.7663079305755205,1.1081247372182348,2010,12,24,15
977.26,4.29,-4.76,-4.0,6.29,3.5475580925307466,1.1842430409842457,2010,12,24,18
979.17,4.13,-5.25,-4.37,6.61,2.9754685305297923,0.7956048163673206,2010,12,24,21
981.04,3.99,-5.7,-4.77,2.88,1.3686779992536025,0.4142710880077876,2010,12,25,0
983.29,3.62,-6.96,-5.77,3.04,-1.7042499314588426,0.14011484975736982,2010,12,25,3
985.1,3.48,-7.45,-6.16,2.6,-0.27198156892422726,-1.1687711607348616,2010,12,25,6
987.62,3.58,-7.1,-6.02,2.12,0.805874012629897,0.5750365864601907,2010,12,25,9
990.13,3.31,-8.11,-6.34,1.88,-0.8654614298285898,-0.28120546488120246,2010,12,25,12
991.58,3.0,-9.35,-6.97,2.96,1.1770863244363188,-1.2403901744310122,2010,12,25,15
993.81,2.56,-11.37,-9.3,4.11,-0.701158137520011,-1.9582587332090389,2010,12,25,18
995.69,2.38,-12.23,-10.27,3.65,-0.13393242958872112,-1.9153229764988624,2010,12,25,21
996.48,2.17,-13.4,-11.34,1.92,-0.2684621684342909,1.118225408457328,2010,12,26,0
996.99,2.05,-14.06,-12.02,0.68,0.004869268366664401,0.30996175606931475,2010,12,26,3
997.5,1.91,-14.91,-13.53,1.12,-0.06990151323283365,0.3735154326768306,2010,12,26,6
997.51,2.04,-14.16,-12.71,0.96,-0.5137391302000823,0.08044940087572353,2010,12,26,9
997.35,2.59,-11.2,-9.37,1.32,-0.7477526288294917,-0.13588968348842556,2010,12,26,12
996.46,3.2,-8.52,-6.76,1.08,-0.40717217360970887,-0.19160068120428253,2010,12,26,15
996.6,3.4,-7.77,-6.52,1.18,-0.7277496536251834,-0.057275139881326716,2010,12,26,18
996.52,3.25,-8.32,-6.87,2.84,-1.6363894148860088,0.7735177327308186,2010,12,26,21
995.38,3.15,-8.75,-7.2,3.79,-2.236450816914656,0.5369243368685827,2010,12,27,0
994.53,3.22,-8.45,-7.62,2.12,-1.153645398627197,-0.12125301739047753,2010,12,27,3
994.54,3.47,-7.5,-6.58,1.92,-0.8399948824325439,0.0029321471887878555,2010,12,27,6
995.28,3.74,-6.54,-5.38,1.22,-0.6132274972124773,-0.244032859800727,2010,12,27,9
995.09,3.99,-5.69,-3.9,2.7,-1.6879823721070233,0.08255611095458748,2010,12,27,12
994.83,4.49,-4.14,-2.38,1.8,-0.7130865353743809,0.1977563982979102,2010,12,27,15
994.6,4.31,-4.68,-3.03,3.93,-1.7720017973351254,0.8376214122388974,2010,12,27,18
994.4,4.37,-4.51,-2.74,6.89,-3.66714573433252,-1.3565183976514306,2010,12,27,21
992.6,4.4,-4.42,-3.0,4.89,-3.4463020863212623,0.3075742671578889,2010,12,28,0
993.39,4.43,-4.32,-2.51,1.16,0.29641025705340607,-0.33858670900307614,2010,12,28,3
993.54,4.21,-5.0,-3.03,2.08,-0.8602927291805794,-0.8365981234254773,2010,12,28,6
994.85,3.99,-5.7,-4.29,4.61,2.864026550784989,1.1863186403317783,2010,12,28,9
995.7,3.26,-8.3,-4.32,3.97,1.6851117427641404,1.9799995995955155,2010,12,28,12
996.35,3.28,-8.21,-6.48,4.45,3.1109092141300194,1.7917432465174645,2010,12,28,15
997.91,2.74,-10.48,-9.42,3.57,1.8857411688460957,1.5952680790760412,2010,12,28,18
998.9,2.6,-11.14,-10.13,2.76,-1.5569444796039145,0.26893100868233166,2010,12,28,21
998.83,2.57,-11.31,-10.38,2.6,-1.686343012718385,1.317515557196909,2010,12,29,0
999.07,2.26,-12.88,-11.91,1.52,1.037194114737518,0.4967175941657954,2010,12,29,3
998.71,1.72,-16.14,-14.91,0.64,-0.37757757974746203,-0.0976482015812322,2010,12,29,6
999.15,1.6,-17.01,-15.68,1.08,-0.5525122548911898,-0.49227046244422673,2010,12,29,9
999.12,1.9,-14.99,-13.37,1.12,0.6209799920689709,0.3442148303748993,2010,12,29,12
998.34,2.13,-13.63,-10.32,1.52,0.28706337836826284,0.8529915690086273,2010,12,29,15
998.98,1.77,-15.83,-14.25,2.52,1.467807080239493,0.08026440804500223,2010,12,29,18
999.22,1.8,-15.61,-14.29,1.4,-1.0559356165552838,-0.17291608858059643,2010,12,29,21
